Cas_Praha,Predicted_Funding_%,Premium_Index,Zmena_%,Pocet_dat,Okno,Ciel_Settlement
2025-06-13 02:00:01+02:00,0.0031742738589211625,-0.0004682572614107884,,241,1,06:00
2025-06-13 02:10:01+02:00,0.003238247011952194,-0.00046761752988047807,6.397315303103158e-05,251,1,06:00
2025-06-13 02:20:01+02:00,0.003344444444444445,-0.00046655555555555556,0.00010619743249225093,261,1,06:00
2025-06-13 02:30:01+02:00,0.00316383763837639,-0.0004683616236162361,-0.000180606806068055,271,1,06:00
2025-06-13 02:40:01+02:00,0.003824199288256225,-0.00046175800711743776,0.0006603616498798348,281,1,06:00
2025-06-13 02:50:01+02:00,0.004372508591065293,-0.0004562749140893471,0.000548309302809068,291,1,06:00
2025-06-13 03:00:01+02:00,0.005394684385382062,-0.0004460531561461794,0.0010221757943167688,301,1,06:00
2025-06-13 03:10:01+02:00,0.006675562700964635,-0.00043324437299035366,0.0012808783155825731,311,1,06:00
2025-06-13 03:20:01+02:00,0.007729906542056075,-0.00042270093457943926,0.0010543438410914405,321,1,06:00
2025-06-13 03:30:01+02:00,0.008144108761329306,-0.00041855891238670696,0.00041420221927323045,331,1,06:00
2025-06-13 03:40:01+02:00,0.008651906158357777,-0.00041348093841642224,0.0005077973970284717,341,1,06:00
2025-06-13 03:50:01+02:00,0.009162393162393163,-0.0004083760683760684,0.0005104870040353853,351,1,06:00
2025-06-13 04:00:01+02:00,0.009482548476454295,-0.00040517451523545706,0.00032015531406113205,361,1,06:00
2025-06-13 04:10:01+02:00,0.009715094339622643,-0.0004028490566037736,0.00023254586316834823,371,1,06:00
2025-06-13 04:20:01+02:00,0.010000000000000005,-0.00039895013123359573,0.0002849056603773624,381,1,06:00
2025-06-13 04:30:01+02:00,0.010000000000000005,-0.00039615601023017906,0.0,391,1,06:00
2025-06-13 04:40:01+02:00,0.009999999999999998,-0.00039253865336658355,-6.938893903907228e-18,401,1,06:00
2025-06-13 04:50:01+02:00,0.010000000000000005,-0.0003891849148418492,6.938893903907228e-18,411,1,06:00
2025-06-13 05:00:01+02:00,0.009999999999999998,-0.00038423752969121147,-6.938893903907228e-18,421,1,06:00
2025-06-13 05:10:01+02:00,0.009999999999999998,-0.00038163805104408357,0.0,431,1,06:00
2025-06-13 05:20:01+02:00,0.009999999999999998,-0.0003787097505668935,0.0,441,1,06:00
2025-06-13 05:30:01+02:00,0.009999999999999998,-0.00037919068736141915,0.0,451,1,06:00
2025-06-13 05:40:01+02:00,0.009999999999999998,-0.0003784555314533622,0.0,461,1,06:00
2025-06-13 05:50:01+02:00,0.009999999999999998,-0.000380235668789809,0.0,471,1,06:00
2025-06-13 06:01:00+02:00,0.0068499999999999985,-0.0004315,-0.00315,2,2,14:00
2025-06-13 06:11:00+02:00,0.009475,-0.00040525,0.0026250000000000023,12,2,14:00
2025-06-13 06:21:00+02:00,0.006818181818181803,-0.000431818181818182,-0.0026568181818181977,22,2,14:00
2025-06-13 06:31:00+02:00,0.008190625,-0.00041809375,0.0013724431818181969,32,2,14:00
2025-06-13 06:41:00+02:00,0.007647619047619045,-0.00042352380952380956,-0.0005430059523809554,42,2,14:00
2025-06-13 06:51:00+02:00,0.007907692307692313,-0.00042092307692307687,0.0002600732600732689,52,2,14:00
